Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours)
India,2017,Man-in-the-Middle,Banking,59.67,810950,Nation-state,Zero-day,AI-based Detection,56
India,2021,Man-in-the-Middle,Retail,17.84,591543,Unknown,Unpatched Software,Antivirus,22
France,2022,Man-in-the-Middle,Telecommunications,3.68,244331,Hacker Group,Unpatched Software,Firewall,12
USA,2021,DDoS,Banking,44.1,994708,Insider,Social Engineering,Antivirus,51
China,2017,DDoS,IT,18.31,232115,Hacker Group,Zero-day,Antivirus,48
USA,2024,Malware,Government,18.41,457209,Nation-state,Social Engineering,AI-based Detection,42
UK,2016,DDoS,Telecommunications,84.07,995462,Hacker Group,Unpatched Software,Antivirus,71
UK,2022,DDoS,Retail,5.4,134918,Unknown,Social Engineering,VPN,22
USA,2017,Man-in-the-Middle,Banking,19.98,215361,Insider,Social Engineering,Encryption,42
Australia,2022,Phishing,Government,25.82,473258,Insider,Weak Passwords,Firewall,26
Brazil,2022,Man-in-the-Middle,Healthcare,18.86,244509,Unknown,Weak Passwords,VPN,44
China,2024,Phishing,IT,34.46,996118,Unknown,Zero-day,AI-based Detection,37
USA,2024,Malware,Healthcare,42.07,914072,Nation-state,Zero-day,Antivirus,54
India,2018,Phishing,Banking,7.64,160128,Hacker Group,Social Engineering,Firewall,18
Russia,2015,DDoS,Healthcare,1.27,110000,Hacker Group,Social Engineering,Encryption,14
China,2023,Malware,Retail,6.84,144727,Insider,Social Engineering,Antivirus,2
USA,2017,Phishing,Healthcare,18.47,480851,Nation-state,Weak Passwords,AI-based Detection,40
USA,2017,DDoS,Telecommunications,14.22,206799,Nation-state,Weak Passwords,Encryption,29
India,2017,Phishing,Telecommunications,10.57,228146,Hacker Group,Weak Passwords,AI-based Detection,16
Australia,2016,Ransomware,Government,7.02,229871,Hacker Group,Weak Passwords,Firewall,17
Japan,2022,Phishing,Banking,5.56,145485,Nation-state,Weak Passwords,Firewall,13
Brazil,2021,SQL Injection,Telecommunications,13.09,202297,Nation-state,Unpatched Software,Encryption,14
Brazil,2022,Man-in-the-Middle,Government,4.58,296695,Insider,Unpatched Software,VPN,20
Australia,2017,SQL Injection,Education,18.96,353275,Unknown,Weak Passwords,Encryption,32
Brazil,2016,DDoS,Banking,5.06,185613,Nation-state,Social Engineering,Encryption,17
USA,2019,SQL Injection,Government,9.52,286956,Nation-state,Unpatched Software,Firewall,13
France,2018,Man-in-the-Middle,Government,10.4,515523,Hacker Group,Unpatched Software,VPN,29
Australia,2019,Malware,Banking,19.74,423051,Insider,Social Engineering,Encryption,25
USA,2022,DDoS,Healthcare,6.8,278520,Unknown,Weak Passwords,Firewall,5
Brazil,2018,DDoS,Banking,18.11,291494,Hacker Group,Social Engineering,Firewall,24
India,2022,Malware,Banking,15.89,434401,Nation-state,Zero-day,Encryption,31
France,2021,Phishing,Retail,2.66,67975,Hacker Group,Zero-day,Encryption,24
France,2024,DDoS,Banking,13.35,466545,Hacker Group,Weak Passwords,VPN,32
Russia,2019,Phishing,Government,16.67,383520,Nation-state,Weak Passwords,AI-based Detection,25
China,2018,Ransomware,Retail,14.48,457627,Unknown,Zero-day,Antivirus,39
UK,2019,SQL Injection,Telecommunications,34.59,945615,Nation-state,Unpatched Software,AI-based Detection,39
India,2016,Ransomware,Healthcare,18.46,370487,Insider,Unpatched Software,Encryption,24
Australia,2017,Malware,Retail,20.12,559910,Hacker Group,Weak Passwords,VPN,42
Germany,2015,Malware,Government,19.93,441854,Unknown,Zero-day,AI-based Detection,35
India,2017,Phishing,Education,15.03,581604,Nation-state,Weak Passwords,AI-based Detection,15
UK,2022,Ransomware,Retail,6.34,39679,Nation-state,Social Engineering,Firewall,23
Germany,2022,Phishing,Healthcare,11.04,554278,Insider,Social Engineering,VPN,39
Russia,2016,DDoS,Education,4.7,26000,Nation-state,Social Engineering,VPN,7
UK,2020,SQL Injection,Retail,17.78,328471,Insider,Unpatched Software,Antivirus,47
Brazil,2020,SQL Injection,IT,94.5,667410,Nation-state,Weak Passwords,VPN,61
China,2019,Malware,Retail,11.49,489001,Unknown,Zero-day,Antivirus,44
France,2016,Phishing,Banking,14.22,420216,Nation-state,Social Engineering,VPN,33
USA,2018,Man-in-the-Middle,Banking,6.94,165582,Nation-state,Social Engineering,VPN,17
India,2024,Ransomware,Education,77.9,593524,Insider,Social Engineering,VPN,54
Australia,2018,Malware,IT,86.13,670573,Unknown,Social Engineering,Firewall,56
France,2016,DDoS,Telecommunications,18.43,385773,Nation-state,Unpatched Software,Encryption,47
Brazil,2017,DDoS,Education,14.11,277913,Nation-state,Unpatched Software,Firewall,17
China,2019,Phishing,Education,49.96,608332,Hacker Group,Unpatched Software,VPN,25
India,2020,Phishing,Healthcare,3.72,27843,Unknown,Unpatched Software,AI-based Detection,11
Brazil,2023,SQL Injection,Banking,13.17,226865,Hacker Group,Social Engineering,Encryption,44
Russia,2021,DDoS,Retail,88.99,602493,Hacker Group,Social Engineering,Firewall,68
Brazil,2019,DDoS,Telecommunications,10.25,305501,Insider,Social Engineering,Antivirus,32
Japan,2020,DDoS,Retail,15.55,398695,Insider,Social Engineering,Antivirus,43
Russia,2022,Ransomware,Government,39.32,568005,Hacker Group,Weak Passwords,AI-based Detection,38
USA,2020,DDoS,Banking,33.44,539536,Nation-state,Unpatched Software,Encryption,65
Russia,2024,Ransomware,Telecommunications,18.89,402243,Unknown,Unpatched Software,Antivirus,45
Brazil,2015,Ransomware,Education,6.39,67834,Unknown,Social Engineering,AI-based Detection,22
Australia,2016,Phishing,Banking,0.93,125564,Unknown,Weak Passwords,Antivirus,7
Japan,2018,SQL Injection,Retail,10.56,401998,Unknown,Social Engineering,AI-based Detection,32
Australia,2018,Ransomware,Banking,11.28,501740,Nation-state,Unpatched Software,Firewall,35
Japan,2023,Phishing,Government,19.33,566530,Hacker Group,Weak Passwords,Antivirus,44
Germany,2016,Man-in-the-Middle,IT,1.76,212771,Hacker Group,Zero-day,Firewall,9
Brazil,2023,Ransomware,Retail,6.46,273042,Unknown,Social Engineering,Firewall,19
China,2015,Ransomware,Banking,1.91,160442,Hacker Group,Weak Passwords,Antivirus,12
Russia,2016,DDoS,Education,15.63,281639,Hacker Group,Zero-day,Firewall,39
USA,2017,Phishing,Healthcare,15.93,361439,Hacker Group,Social Engineering,Firewall,28
China,2018,SQL Injection,Banking,8.56,140628,Hacker Group,Unpatched Software,Firewall,11
Australia,2024,SQL Injection,Retail,78.52,977921,Unknown,Weak Passwords,AI-based Detection,46
India,2024,Phishing,Banking,8.69,194466,Insider,Social Engineering,AI-based Detection,1
China,2021,Malware,IT,4.24,266563,Unknown,Social Engineering,AI-based Detection,21
China,2022,Malware,Government,14.29,405314,Hacker Group,Unpatched Software,Firewall,42
Germany,2019,Phishing,Healthcare,31.85,941440,Unknown,Weak Passwords,Encryption,25
Germany,2022,Malware,Telecommunications,48.95,767350,Insider,Unpatched Software,Encryption,49
India,2024,DDoS,Healthcare,18.0,307333,Unknown,Weak Passwords,AI-based Detection,48
UK,2023,SQL Injection,IT,46.93,859701,Unknown,Social Engineering,Encryption,29
France,2019,Malware,Retail,7.41,253174,Unknown,Unpatched Software,AI-based Detection,10
China,2023,Phishing,Retail,5.43,42396,Unknown,Weak Passwords,Firewall,9
China,2017,Phishing,IT,2.05,274112,Hacker Group,Social Engineering,AI-based Detection,14
Japan,2017,Phishing,IT,51.73,961915,Hacker Group,Social Engineering,Antivirus,39
UK,2017,Phishing,Government,4.46,67098,Unknown,Weak Passwords,AI-based Detection,11
Brazil,2022,Phishing,Retail,18.98,497835,Insider,Unpatched Software,Firewall,43
Russia,2023,Malware,Telecommunications,34.44,844932,Nation-state,Unpatched Software,Firewall,45
Germany,2017,Malware,Retail,11.5,334069,Nation-state,Weak Passwords,Encryption,25
Russia,2018,SQL Injection,IT,11.69,301289,Hacker Group,Weak Passwords,Antivirus,14
Japan,2020,Phishing,IT,11.31,358995,Unknown,Unpatched Software,Encryption,21
Russia,2020,SQL Injection,Banking,26.21,533511,Unknown,Weak Passwords,Encryption,47
China,2020,SQL Injection,Banking,16.36,512639,Nation-state,Social Engineering,Antivirus,34
USA,2015,Phishing,Telecommunications,11.56,409484,Unknown,Unpatched Software,VPN,46
Japan,2024,Malware,IT,4.68,239720,Insider,Unpatched Software,VPN,17
USA,2023,Ransomware,Retail,43.75,674603,Insider,Zero-day,Antivirus,40
China,2022,Ransomware,Banking,3.28,284621,Nation-state,Weak Passwords,Encryption,15
USA,2019,Phishing,Banking,0.9,274577,Hacker Group,Unpatched Software,Firewall,16
Brazil,2022,Malware,Telecommunications,5.8,278311,Nation-state,Unpatched Software,Firewall,23
Russia,2020,Phishing,Retail,3.53,196817,Hacker Group,Weak Passwords,Encryption,17
Japan,2023,Man-in-the-Middle,Healthcare,40.19,731629,Hacker Group,Unpatched Software,VPN,70
India,2024,Phishing,Telecommunications,19.3,574256,Unknown,Social Engineering,VPN,36
Australia,2024,Ransomware,Telecommunications,7.78,218019,Nation-state,Unpatched Software,Antivirus,9
India,2016,Ransomware,IT,15.82,296783,Insider,Weak Passwords,Antivirus,34
UK,2016,Malware,Banking,1.58,247121,Nation-state,Unpatched Software,Antivirus,23
Brazil,2022,SQL Injection,Education,8.31,79397,Insider,Unpatched Software,AI-based Detection,4
UK,2017,DDoS,Banking,3.05,269878,Hacker Group,Weak Passwords,Encryption,2
USA,2019,Ransomware,Retail,17.18,356898,Insider,Social Engineering,Encryption,23
UK,2022,Phishing,Healthcare,1.6,50926,Insider,Unpatched Software,Encryption,17
Japan,2017,Ransomware,Telecommunications,6.25,110692,Unknown,Unpatched Software,VPN,14
UK,2016,Phishing,Retail,15.42,322179,Hacker Group,Social Engineering,Firewall,35
Germany,2022,Phishing,Education,18.88,249532,Hacker Group,Social Engineering,Antivirus,25
Germany,2023,Ransomware,IT,34.82,746561,Nation-state,Unpatched Software,Firewall,34
USA,2017,Malware,Retail,53.81,795435,Unknown,Unpatched Software,Firewall,34
China,2024,Malware,Retail,17.04,301223,Nation-state,Social Engineering,VPN,39
USA,2024,Malware,IT,6.49,73828,Hacker Group,Social Engineering,AI-based Detection,7
Japan,2022,DDoS,IT,13.82,501125,Nation-state,Zero-day,Antivirus,37
Brazil,2021,Ransomware,Education,18.84,223035,Unknown,Social Engineering,Firewall,45
India,2018,DDoS,Healthcare,2.68,79233,Nation-state,Social Engineering,VPN,20
Brazil,2019,Ransomware,Retail,7.12,237192,Unknown,Unpatched Software,Firewall,7
UK,2015,SQL Injection,Education,3.33,31349,Unknown,Social Engineering,VPN,8
India,2023,DDoS,IT,12.15,515374,Insider,Social Engineering,Encryption,38
UK,2016,Malware,IT,14.1,252046,Nation-state,Social Engineering,Antivirus,14
UK,2023,Man-in-the-Middle,Banking,16.25,201976,Nation-state,Social Engineering,Antivirus,17
Russia,2016,Man-in-the-Middle,Telecommunications,1.81,46501,Nation-state,Social Engineering,Antivirus,9
USA,2022,SQL Injection,Retail,9.47,27389,Nation-state,Weak Passwords,AI-based Detection,24
India,2022,Ransomware,Government,43.33,914873,Hacker Group,Unpatched Software,Antivirus,71
Japan,2015,Ransomware,Retail,17.72,593195,Nation-state,Social Engineering,AI-based Detection,31
Germany,2024,Phishing,Banking,9.64,61315,Hacker Group,Social Engineering,VPN,4
Australia,2023,Malware,Retail,0.7,281602,Insider,Unpatched Software,Encryption,7
Brazil,2018,Phishing,IT,1.06,240282,Hacker Group,Weak Passwords,Antivirus,24
India,2022,Ransomware,Banking,69.01,655269,Unknown,Zero-day,Firewall,39
Australia,2023,DDoS,IT,2.66,25475,Nation-state,Weak Passwords,Firewall,10
UK,2016,Phishing,Government,2.22,250417,Hacker Group,Social Engineering,Firewall,4
Japan,2021,DDoS,Healthcare,24.43,528146,Insider,Social Engineering,Encryption,32
France,2024,Phishing,Education,7.11,49464,Insider,Unpatched Software,Firewall,12
India,2016,Malware,Education,20.9,586214,Hacker Group,Social Engineering,AI-based Detection,32
India,2021,Man-in-the-Middle,IT,1.54,205193,Nation-state,Unpatched Software,Encryption,1
China,2018,Phishing,Government,4.8,56468,Nation-state,Zero-day,AI-based Detection,22
Germany,2024,Man-in-the-Middle,Retail,13.07,554933,Hacker Group,Weak Passwords,AI-based Detection,22
Russia,2023,Ransomware,IT,19.4,358602,Unknown,Unpatched Software,AI-based Detection,43
UK,2020,Ransomware,Banking,0.53,223001,Nation-state,Unpatched Software,VPN,14
Brazil,2017,Malware,Healthcare,5.31,86748,Insider,Unpatched Software,Encryption,23
France,2021,Phishing,Education,6.55,144231,Nation-state,Social Engineering,AI-based Detection,9
Japan,2019,Malware,Government,25.29,220228,Nation-state,Social Engineering,VPN,36
India,2023,Malware,Retail,10.05,389233,Unknown,Unpatched Software,Encryption,36
Japan,2017,Malware,Banking,13.42,569566,Nation-state,Unpatched Software,AI-based Detection,32
USA,2019,Phishing,Education,13.43,441551,Insider,Unpatched Software,AI-based Detection,44
USA,2021,Malware,IT,6.58,116271,Unknown,Social Engineering,Firewall,21
China,2022,Phishing,IT,31.44,776178,Unknown,Unpatched Software,AI-based Detection,64
Brazil,2016,DDoS,Healthcare,10.3,240433,Unknown,Unpatched Software,Encryption,35
China,2022,Malware,Banking,8.14,242630,Hacker Group,Social Engineering,Antivirus,18
USA,2019,Ransomware,Education,16.29,542066,Hacker Group,Social Engineering,Firewall,22
Brazil,2019,Malware,Education,1.78,136257,Hacker Group,Social Engineering,VPN,10
India,2024,Man-in-the-Middle,Banking,10.73,534912,Hacker Group,Unpatched Software,Encryption,45
USA,2018,Phishing,Retail,42.05,710018,Nation-state,Zero-day,AI-based Detection,38
UK,2021,Phishing,IT,13.55,507750,Insider,Unpatched Software,AI-based Detection,48
Japan,2018,Man-in-the-Middle,Banking,30.33,738254,Hacker Group,Social Engineering,Antivirus,30
Russia,2020,Phishing,Education,10.46,539111,Nation-state,Zero-day,Encryption,47
UK,2018,Ransomware,Education,2.73,106604,Unknown,Social Engineering,Antivirus,15
Russia,2019,SQL Injection,Education,9.89,30429,Nation-state,Social Engineering,Firewall,6
Australia,2019,SQL Injection,IT,19.42,274720,Insider,Weak Passwords,VPN,35
France,2015,Ransomware,Banking,46.32,956490,Insider,Unpatched Software,Antivirus,43
China,2020,Phishing,IT,7.53,216035,Hacker Group,Social Engineering,Firewall,21
Japan,2019,Ransomware,Healthcare,10.83,564233,Hacker Group,Social Engineering,Firewall,27
USA,2020,DDoS,Retail,13.93,268558,Nation-state,Unpatched Software,Antivirus,46
France,2016,Phishing,Education,17.63,251127,Hacker Group,Social Engineering,Firewall,37
Germany,2019,Ransomware,IT,1.36,69641,Unknown,Zero-day,Firewall,23
Japan,2017,SQL Injection,Banking,17.51,549692,Nation-state,Unpatched Software,Antivirus,36
India,2023,Ransomware,Telecommunications,8.23,221572,Nation-state,Social Engineering,Antivirus,6
Australia,2016,Ransomware,Government,6.07,123219,Nation-state,Unpatched Software,VPN,9
Germany,2024,Malware,Telecommunications,11.84,305692,Hacker Group,Weak Passwords,Firewall,21
UK,2017,Phishing,Education,43.27,593662,Nation-state,Social Engineering,Encryption,48
France,2019,Ransomware,Retail,71.17,764812,Hacker Group,Social Engineering,VPN,55
Japan,2023,Man-in-the-Middle,Telecommunications,19.24,277494,Hacker Group,Unpatched Software,AI-based Detection,24
Australia,2016,Malware,Banking,7.42,286833,Nation-state,Social Engineering,AI-based Detection,18
Japan,2015,DDoS,IT,4.51,57790,Unknown,Social Engineering,Firewall,19
UK,2015,SQL Injection,Healthcare,7.1,74687,Hacker Group,Weak Passwords,Encryption,10
China,2019,Ransomware,Education,13.99,554750,Nation-state,Social Engineering,AI-based Detection,12
UK,2018,Man-in-the-Middle,Healthcare,12.82,297411,Insider,Zero-day,Antivirus,28
Germany,2021,DDoS,IT,18.56,419783,Unknown,Unpatched Software,Encryption,18
UK,2020,Phishing,IT,0.75,105523,Nation-state,Unpatched Software,Firewall,2
USA,2024,SQL Injection,Government,1.78,169686,Insider,Weak Passwords,Firewall,17
Russia,2020,SQL Injection,Healthcare,2.89,227806,Nation-state,Unpatched Software,Firewall,24
Brazil,2016,DDoS,Banking,11.97,498573,Insider,Unpatched Software,Antivirus,46
Japan,2023,DDoS,IT,9.77,88462,Hacker Group,Weak Passwords,Firewall,4
Australia,2021,SQL Injection,Telecommunications,16.45,513836,Unknown,Zero-day,Antivirus,21
France,2023,SQL Injection,Healthcare,9.37,268310,Nation-state,Unpatched Software,Firewall,22
France,2024,Ransomware,IT,3.93,200372,Hacker Group,Weak Passwords,VPN,11
India,2016,Man-in-the-Middle,IT,8.07,153458,Nation-state,Social Engineering,Encryption,2
France,2018,DDoS,Banking,4.09,159232,Unknown,Unpatched Software,Antivirus,2
USA,2022,Ransomware,Government,0.78,171217,Hacker Group,Social Engineering,VPN,22
Australia,2017,Ransomware,IT,64.14,820440,Insider,Weak Passwords,Antivirus,34
France,2018,Man-in-the-Middle,IT,17.57,561938,Unknown,Weak Passwords,VPN,20
USA,2015,DDoS,Education,30.83,546965,Nation-state,Unpatched Software,Encryption,57
Germany,2015,Man-in-the-Middle,Banking,1.81,108328,Hacker Group,Social Engineering,Encryption,21
China,2021,Man-in-the-Middle,Healthcare,2.28,69599,Hacker Group,Social Engineering,VPN,6
USA,2016,Phishing,Education,37.8,543981,Hacker Group,Unpatched Software,Encryption,70
Germany,2024,Phishing,IT,9.12,8794,Unknown,Social Engineering,AI-based Detection,21
Japan,2024,Phishing,Telecommunications,92.21,684163,Unknown,Zero-day,Firewall,52
Brazil,2023,Man-in-the-Middle,Banking,15.6,334020,Nation-state,Weak Passwords,Encryption,13
Germany,2016,DDoS,Retail,44.72,585390,Nation-state,Social Engineering,AI-based Detection,63
Brazil,2020,DDoS,Healthcare,2.3,282973,Unknown,Zero-day,Antivirus,13
India,2015,Ransomware,Telecommunications,10.63,337075,Unknown,Social Engineering,Firewall,21
Japan,2023,SQL Injection,IT,12.15,429306,Hacker Group,Social Engineering,Antivirus,28
UK,2017,Malware,Education,19.52,571252,Insider,Unpatched Software,Firewall,15
Japan,2024,DDoS,Telecommunications,22.38,538207,Insider,Unpatched Software,Antivirus,22
Russia,2019,DDoS,Education,2.47,122119,Nation-state,Social Engineering,Encryption,8
Russia,2022,DDoS,Government,13.4,385519,Hacker Group,Unpatched Software,Antivirus,36
Germany,2022,Malware,Telecommunications,18.8,501012,Unknown,Unpatched Software,Firewall,39
Japan,2015,Malware,Healthcare,4.55,296688,Nation-state,Weak Passwords,Firewall,3
France,2024,SQL Injection,Banking,34.03,538488,Hacker Group,Social Engineering,Antivirus,47
China,2019,Malware,Banking,4.15,236329,Nation-state,Zero-day,VPN,11
Japan,2017,Malware,Telecommunications,2.5,176971,Unknown,Social Engineering,Firewall,21
Brazil,2019,Malware,Telecommunications,26.58,349449,Insider,Social Engineering,Firewall,37
Japan,2024,SQL Injection,Education,7.63,262454,Hacker Group,Zero-day,Firewall,10
India,2018,Man-in-the-Middle,Government,14.37,517872,Insider,Social Engineering,VPN,14
UK,2020,Phishing,IT,13.4,571153,Unknown,Social Engineering,VPN,41
India,2019,Ransomware,Government,9.08,211274,Nation-state,Zero-day,Encryption,22
Russia,2015,Man-in-the-Middle,Healthcare,4.81,123624,Insider,Unpatched Software,AI-based Detection,4
